stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166415,-0.178721,0.0920388,0.323597,-0.24355,0.125632,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.16648,-0.178763,0.0920388,0.323597,-0.241597,0.126895,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
27,40,-1.0472,0.698132,-0.174533,-0.174533,-1.04766,0.692353,-0.166477,-0.178703,0.0920388,0.323597,-0.241677,0.125106,-0.122718,0.329292,-0.328982,0.145213
