stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
22,40,-0.0872665,0.698132,-0.174533,0.174533,-0.0980009,0.690167,-0.156739,0.161499,2.14689,0.446023,-0.533827,0.391028,2.34733,0.443176,-0.634144,0.538938
