stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165369,0.159327,1.20537,-0.27235,-0.274907,0.456173,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
22,40,-0.567232,-0.698132,-0.174533,0.174533,-0.573259,-0.693268,-0.165419,0.159283,1.20537,-0.27235,-0.273421,0.457495,1.36286,-0.356664,-0.271636,0.805776
